,u,i,ts,label,idx
185,96,70,1294854693.16331,0,186
186,15,97,1294919858.69515,0,187
187,97,15,1294927076.83628,0,188
188,69,99,1294947596.86945,0,189
189,99,69,1294953308.35973,0,190
190,88,7,1294974057.9804401,0,191
191,1,81,1294982042.23521,0,192
192,70,15,1294996843.91845,0,193
193,15,70,1295011593.7939599,0,194
194,81,1,1295060559.46632,0,195
195,1,101,1295163873.99206,0,196
196,62,54,1295213497.49792,0,197
197,54,62,1295213513.50181,0,198
198,101,1,1295219864.74438,0,199
199,100,101,1295223074.80015,0,200
200,101,103,1295223955.11582,0,201
201,80,25,1295282631.45186,0,202
202,100,60,1295394666.14979,0,203
203,39,4,1295416559.00524,0,204
204,4,39,1295416571.5088801,0,205
205,41,105,1295460035.8808699,0,206
206,72,4,1295507765.1317198,0,207
207,96,106,1295538196.77426,0,208
208,106,96,1295560693.0790699,0,209
209,81,107,1295620829.44948,0,210
210,107,81,1295622238.77534,0,211
211,60,108,1295647515.55323,0,212
212,108,60,1295647536.52286,0,213
213,97,68,1295720115.4261599,0,214
214,68,97,1295720324.5994802,0,215
215,96,107,1295806593.8970199,0,216
216,7,109,1295847189.68733,0,217
217,109,7,1295847197.8708198,0,218
218,41,110,1295990232.96892,0,219
219,41,68,1295995414.74313,0,220
220,68,41,1295995480.1449802,0,221
221,107,96,1296071385.99524,0,222
222,23,7,1296076062.4997401,0,223
223,7,111,1296085723.47309,0,224
224,111,7,1296085847.7828698,0,225
225,64,112,1296096741.77722,0,226
226,112,64,1296096768.6165302,0,227
227,112,77,1296163310.87274,0,228
228,112,115,1296163344.67709,0,229
229,112,60,1296163403.15362,0,230
230,60,112,1296164244.66224,0,231
231,109,39,1296229412.30641,0,232
232,39,109,1296229420.53809,0,233
233,6,114,1296291457.0187,0,234
234,114,39,1296291483.02942,0,235
235,6,32,1296291723.90977,0,236
236,39,114,1296291878.9186301,0,237
237,47,7,1296512060.00051,0,238
238,1,119,1296512102.9696,0,239
239,119,1,1296513384.09698,0,240
240,100,1,1296513427.30484,0,241
241,100,7,1296528583.06603,0,242
242,7,100,1296528668.83435,0,243
243,7,47,1296528718.47876,0,244
244,7,122,1296553673.1786098,0,245
245,122,7,1296553681.6305099,0,246
246,23,108,1296579082.7374802,0,247
247,108,23,1296579092.82596,0,248
248,108,104,1296580101.4228,0,249
249,104,108,1296580127.9867802,0,250
250,60,56,1296595302.6214302,0,251
251,115,77,1296601381.26798,0,252
252,119,127,1296608630.85714,0,253
253,119,25,1296609273.32248,0,254
254,1,2,1296629343.6207302,0,255
255,1,76,1296631215.11468,0,256
256,76,1,1296631324.44843,0,257
257,1,23,1296657671.10019,0,258
258,54,129,1296682612.8485699,0,259
259,116,7,1296688733.3641698,0,260
260,7,116,1296688773.26321,0,261
261,54,13,1296690713.9312,0,262
262,13,54,1296690764.78868,0,263
263,77,39,1296754197.20889,0,264
264,77,15,1296754335.65361,0,265
265,77,6,1296754391.49849,0,266
266,77,1,1296754396.24231,0,267
267,77,23,1296754414.29012,0,268
268,77,28,1296754435.61868,0,269
269,77,115,1296754444.14572,0,270
270,77,112,1296754511.90955,0,271
271,77,131,1296754599.04721,0,272
272,77,61,1296754644.6621,0,273
273,129,54,1296758779.86266,0,274
274,54,2,1296769471.34734,0,275
275,2,54,1296769494.33436,0,276
276,127,119,1296772979.2792199,0,277
277,127,132,1296773129.8371198,0,278
278,132,127,1296774360.49458,0,279
279,7,133,1296792123.6835,0,280
280,133,7,1296792359.704,0,281
281,105,41,1296837862.5248,0,282
282,41,64,1296868252.526,0,283
283,64,41,1296868317.36329,0,284
284,57,110,1296870068.1895,0,285
285,113,125,1296884305.28705,0,286
286,125,113,1296884644.81214,0,287
287,54,7,1296913225.27207,0,288
288,7,54,1296913557.9346302,0,289
289,113,23,1296927382.06491,0,290
290,113,135,1296927424.46441,0,291
291,135,113,1296927623.98348,0,292
292,78,36,1297093748.02624,0,293
293,36,78,1297093804.3276598,0,294
294,2,132,1297102509.3913698,0,295
295,132,2,1297102585.30881,0,296
296,96,15,1297187359.235,0,297
297,110,57,1297197836.3746,0,298
298,110,41,1297197843.90423,0,299
299,132,28,1297206554.6826699,0,300
300,28,132,1297207240.84724,0,301
301,111,1,1297291837.5104,0,302
302,132,134,1297301158.11584,0,303
303,134,132,1297301164.4001,0,304
304,132,100,1297308204.52492,0,305
305,100,132,1297308356.09497,0,306
306,41,137,1297315440.1354198,0,307
307,15,96,1297359911.12964,0,308
308,137,41,1297367601.17088,0,309
309,7,137,1297370441.70883,0,310
310,137,7,1297371118.2643,0,311
311,1,138,1297373817.09734,0,312
312,138,1,1297374204.87255,0,313
313,132,138,1297378806.4456198,0,314
314,138,132,1297378871.13707,0,315
315,100,111,1297385761.43817,0,316
316,111,100,1297385922.89955,0,317
317,100,64,1297386367.25667,0,318
318,64,100,1297386418.35483,0,319
319,41,140,1297461521.01176,0,320
320,140,41,1297462874.4835598,0,321
321,7,60,1297467512.3790698,0,322
322,60,100,1297479764.51934,0,323
323,7,141,1297482206.0411198,0,324
324,141,134,1297489409.50331,0,325
325,134,141,1297494046.21813,0,326
326,141,7,1297494086.69858,0,327
327,132,21,1297533099.47819,0,328
328,139,132,1297533751.04344,0,329
329,132,139,1297534217.73791,0,330
330,78,132,1297550942.57838,0,331
331,2,3,1297570107.33404,0,332
332,132,142,1297621909.8633301,0,333
333,142,132,1297626301.0518699,0,334
334,110,142,1297626584.94084,0,335
335,1,110,1297627293.1010802,0,336
336,110,1,1297627348.9926698,0,337
337,142,110,1297628387.63165,0,338
338,110,76,1297644400.6761198,0,339
339,2,142,1297647973.79808,0,340
340,142,2,1297647979.6559598,0,341
341,110,143,1297652993.62903,0,342
342,143,110,1297653023.0515,0,343
343,75,132,1297686544.7679,0,344
344,110,134,1297722488.0334802,0,345
345,134,110,1297723090.50627,0,346
346,132,144,1297734450.42201,0,347
347,144,132,1297734459.94641,0,348
348,1,145,1297789863.89503,0,349
349,145,1,1297789935.51858,0,350
350,146,2,1297807903.35418,0,351
351,60,147,1297809191.75732,0,352
352,41,148,1297812539.28516,0,353
353,148,41,1297812615.38151,0,354
354,23,113,1297815736.60998,0,355
355,21,132,1297824884.76968,0,356
356,93,81,1297844414.54098,0,357
357,78,149,1297866186.48689,0,358
358,149,150,1297866223.36195,0,359
359,150,149,1297866274.16062,0,360
360,132,75,1297872866.38282,0,361
361,2,110,1297878331.02521,0,362
362,110,2,1297878338.8396401,0,363
363,110,144,1297878360.64792,0,364
364,144,110,1297878526.43474,0,365
365,41,147,1297882010.56212,0,366
366,147,41,1297882595.23626,0,367
367,132,152,1297886091.4967198,0,368
368,104,153,1297893560.04423,0,369
369,81,93,1297907214.44135,0,370
370,152,154,1297908772.11966,0,371
371,154,152,1297908772.2987,0,372
372,152,75,1297908985.0441,0,373
373,110,155,1297910664.51101,0,374
374,132,156,1297911997.64031,0,375
375,156,132,1297912087.2256,0,376
376,132,113,1297915803.12114,0,377
377,113,132,1297915880.11482,0,378
378,155,110,1297915937.36182,0,379
379,41,157,1297959915.11871,0,380
380,157,41,1297961344.4528902,0,381
381,149,132,1297976227.00216,0,382
382,132,149,1297976241.97774,0,383
383,113,158,1297976422.3924198,0,384
384,158,113,1297976428.09406,0,385
385,56,7,1297980364.6205802,0,386
386,7,56,1297980493.92464,0,387
387,41,132,1298044125.36115,0,388
388,153,104,1298047000.3443198,0,389
389,132,41,1298054259.082,0,390
390,114,1,1298056076.44243,0,391
391,1,114,1298061893.74143,0,392
392,1,111,1298062294.48387,0,393
393,60,160,1298072059.67671,0,394
394,160,60,1298072081.9527302,0,395
395,114,149,1298128067.61391,0,396
396,149,114,1298130582.3206902,0,397
397,114,146,1298146050.01677,0,398
398,78,146,1298146920.37648,0,399
399,146,78,1298147261.90571,0,400
400,122,78,1298147284.26115,0,401
401,132,78,1298147302.06896,0,402
402,146,114,1298147389.6971,0,403
403,114,21,1298169867.2703302,0,404
404,7,161,1298169938.5239902,0,405
405,161,7,1298169949.7634802,0,406
406,21,114,1298176196.50247,0,407
407,132,104,1298252029.59932,0,408
408,104,132,1298252036.65929,0,409
409,132,157,1298265265.4078698,0,410
410,157,132,1298265838.45333,0,411
411,1,7,1298267256.4207401,0,412
412,7,1,1298267346.36932,0,413
413,132,162,1298311685.25666,0,414
414,162,132,1298311859.99465,0,415
415,41,163,1298314076.7642,0,416
416,163,41,1298314093.59449,0,417
417,41,162,1298315497.5734599,0,418
418,162,41,1298315517.02448,0,419
419,2,149,1298346435.18333,0,420
420,149,2,1298346449.83965,0,421
421,75,41,1298399915.40633,0,422
422,143,81,1298431338.72708,0,423
423,143,80,1298431427.57506,0,424
424,80,143,1298431543.83973,0,425
425,1,165,1298487310.22405,0,426
426,165,1,1298487318.2625,0,427
427,152,166,1298513462.94598,0,428
428,166,152,1298513680.51537,0,429
429,2,166,1298520615.60603,0,430
430,166,2,1298520693.71134,0,431
431,110,104,1298577705.04351,0,432
432,41,167,1298584878.7568,0,433
433,167,41,1298584913.7500598,0,434
434,41,168,1298589589.74716,0,435
435,168,41,1298589707.3691099,0,436
436,132,169,1298611411.8562,0,437
437,169,132,1298611459.2624,0,438
438,81,149,1298623979.12249,0,439
439,142,170,1298645238.44312,0,440
440,170,142,1298645445.29018,0,441
441,45,171,1298646564.1419,0,442
442,171,45,1298647569.99753,0,443
443,64,166,1298653534.32262,0,444
444,166,64,1298653559.5885,0,445
445,113,166,1298654517.4133801,0,446
446,166,113,1298654517.67884,0,447
447,60,104,1298654789.70468,0,448
448,60,172,1298657430.1608,0,449
449,64,3,1298665050.04055,0,450
450,113,173,1298665394.71677,0,451
451,173,113,1298667151.55806,0,452
452,41,174,1298667648.2034302,0,453
453,172,60,1298667687.63676,0,454
454,166,156,1298694079.99209,0,455
455,156,166,1298694137.7193198,0,456
456,175,7,1298708156.9605,0,457
457,45,176,1298740675.7172198,0,458
458,161,144,1298757244.9581,0,459
459,144,161,1298757268.91873,0,460
460,7,166,1298759550.40835,0,461
461,161,177,1298778315.23466,0,462
462,177,161,1298778361.0506198,0,463
463,149,129,1298795455.87274,0,464
464,129,149,1298795468.73169,0,465
465,144,178,1298843671.57232,0,466
466,178,144,1298843683.57829,0,467
467,75,1,1298844200.38302,0,468
468,75,179,1298844210.44139,0,469
469,179,75,1298844224.2797198,0,470
470,75,62,1298844292.26319,0,471
471,62,75,1298844298.0606198,0,472
472,143,173,1298874597.88921,0,473
473,149,173,1298874793.4339,0,474
474,173,149,1298874964.12214,0,475
475,173,143,1298875015.9994,0,476
476,166,180,1298878912.59071,0,477
477,180,166,1298878996.51595,0,478
478,174,41,1298880775.10185,0,479
479,149,81,1298898116.5608802,0,480
480,144,143,1298926935.42354,0,481
481,143,144,1298927097.42467,0,482
482,60,148,1298928760.87298,0,483
483,148,60,1298928785.24844,0,484
484,2,156,1298929715.26896,0,485
485,156,2,1298929724.58619,0,486
486,1,19,1298950354.24875,0,487
487,132,181,1299031253.02273,0,488
488,181,132,1299031290.36311,0,489
489,135,181,1299032633.45305,0,490
490,181,135,1299032672.0950902,0,491
491,132,159,1299034389.95688,0,492
492,159,132,1299034411.42346,0,493
493,135,143,1299038270.0000699,0,494
494,143,135,1299038484.57114,0,495
495,148,182,1299041120.30215,0,496
496,182,148,1299041133.74616,0,497
497,144,181,1299041571.84638,0,498
498,181,144,1299041643.76656,0,499
499,181,183,1299043467.00321,0,500
500,183,181,1299043551.7167199,0,501
501,143,183,1299044294.86964,0,502
502,183,143,1299044403.2418098,0,503
503,142,64,1299085320.8341599,0,504
504,64,142,1299085332.11705,0,505
505,184,7,1299087811.16481,0,506
506,7,184,1299088214.0403,0,507
507,80,7,1299088418.20491,0,508
508,7,78,1299093649.4224901,0,509
509,78,7,1299093674.94716,0,510
510,147,179,1299101381.01691,0,511
511,179,147,1299103258.8524199,0,512
512,7,185,1299151907.92823,0,513
513,185,7,1299152111.95803,0,514
514,176,45,1299178292.56269,0,515
515,183,186,1299204600.79527,0,516
516,186,183,1299204728.25571,0,517
517,135,187,1299204954.18879,0,518
518,187,135,1299205271.37817,0,519
519,33,7,1299206112.2051802,0,520
520,7,33,1299206119.67434,0,521
521,78,144,1299275608.11165,0,522
522,7,188,1299283600.03025,0,523
523,188,7,1299283609.0378,0,524
524,104,189,1299289949.53986,0,525
525,189,104,1299290475.7016199,0,526
526,104,190,1299304119.32378,0,527
527,190,104,1299304159.52682,0,528
528,104,110,1299436669.1493099,0,529
529,104,191,1299438045.5945802,0,530
530,191,104,1299438055.41055,0,531
531,104,113,1299446922.31054,0,532
532,113,104,1299446966.29133,0,533
533,6,173,1299447999.63164,0,534
534,110,7,1299490927.29325,0,535
535,104,171,1299521852.6112301,0,536
536,171,104,1299526904.15252,0,537
537,143,192,1299530754.61514,0,538
538,192,143,1299530789.68515,0,539
539,60,159,1299531271.8705,0,540
540,159,60,1299531324.89171,0,541
541,2,1,1299556897.1178699,0,542
542,57,25,1299557057.6194901,0,543
543,60,178,1299612557.68516,0,544
544,7,35,1299679074.4326198,0,545
545,60,193,1299680713.48263,0,546
546,193,60,1299690391.59665,0,547
547,60,194,1299695064.6484098,0,548
548,194,178,1299695092.1240401,0,549
549,194,60,1299695193.58884,0,550
550,178,194,1299696030.98944,0,551
551,7,195,1299732938.35009,0,552
552,195,7,1299732959.82189,0,553
553,29,60,1299735274.57295,0,554
554,62,196,1299758045.42469,0,555
555,196,62,1299758069.10407,0,556
556,60,29,1299767299.46624,0,557
557,60,191,1299770716.7943401,0,558
558,7,156,1299912911.49571,0,559
559,156,7,1299912916.6564,0,560
560,60,198,1299950085.78986,0,561
561,60,199,1299985463.22153,0,562
562,199,60,1299985655.0910099,0,563
563,7,200,1300015561.6701,0,564
564,200,7,1300015951.7451801,0,565
565,132,198,1300042936.98914,0,566
566,198,132,1300043117.64593,0,567
567,35,7,1300184211.5480301,0,568
568,194,201,1300209236.17869,0,569
569,201,194,1300211126.02863,0,570
570,100,202,1300226423.7699,0,571
571,202,100,1300226820.80052,0,572
572,142,203,1300231849.32684,0,573
573,203,142,1300232683.2189999,0,574
574,7,204,1300232688.6126099,0,575
575,142,60,1300233490.2665699,0,576
576,7,110,1300240396.64097,0,577
577,60,205,1300244368.07308,0,578
578,206,201,1300261803.24489,0,579
579,201,206,1300262138.70326,0,580
580,207,7,1300292102.85217,0,581
581,200,62,1300330194.91876,0,582
582,60,75,1300332304.32471,0,583
583,75,60,1300332465.49224,0,584
584,75,7,1300333012.9541302,0,585
585,60,209,1300402382.46128,0,586
586,7,210,1300411884.69399,0,587
587,210,7,1300414645.92746,0,588
588,142,143,1300459755.42946,0,589
589,143,142,1300459768.82549,0,590
590,60,142,1300473495.35943,0,591
591,7,206,1300568050.6267,0,592
592,149,209,1300652885.59238,0,593
593,120,7,1300708855.39164,0,594
594,7,207,1300720137.00426,0,595
595,7,96,1300745124.00214,0,596
596,104,179,1300756036.3691301,0,597
597,200,179,1300756138.39013,0,598
598,149,179,1300756261.6172302,0,599
599,96,7,1300789107.18729,0,600
600,56,60,1300815962.8596401,0,601
601,202,211,1300839352.5936902,0,602
602,200,13,1300839891.18732,0,603
603,13,200,1300839913.56754,0,604
604,211,202,1300844813.10287,0,605
605,104,149,1300847913.88432,0,606
606,149,104,1300848458.62375,0,607
607,104,60,1300857385.78325,0,608
608,149,62,1300864405.05485,0,609
609,167,211,1300869245.91488,0,610
610,206,7,1300922187.70427,0,611
611,202,212,1300928213.78487,0,612
612,212,202,1300928240.52163,0,613
613,212,209,1300931572.43768,0,614
614,60,212,1300933559.35294,0,615
615,212,60,1300933628.40347,0,616
616,101,134,1300933841.6154199,0,617
617,60,213,1300933940.81493,0,618
618,213,60,1300934003.34278,0,619
619,134,101,1300934772.96625,0,620
620,212,7,1300936616.54053,0,621
621,212,132,1300936648.23633,0,622
622,212,29,1300937004.55166,0,623
623,143,153,1300997414.7400699,0,624
624,153,143,1300998238.60245,0,625
625,35,110,1301003730.28041,0,626
626,135,214,1301005357.37453,0,627
627,143,215,1301019703.69875,0,628
628,215,143,1301019908.3773801,0,629
629,29,212,1301020983.01394,0,630
630,7,212,1301023265.29454,0,631
631,135,152,1301029977.05713,0,632
632,7,179,1301032557.19767,0,633
633,39,149,1301053223.02334,0,634
634,149,39,1301053275.06746,0,635
635,214,216,1301084932.76856,0,636
636,216,214,1301086321.13469,0,637
637,174,112,1301089005.6993802,0,638
638,153,202,1301105775.1062698,0,639
639,29,120,1301142985.03367,0,640
640,60,217,1301148833.16292,0,641
641,60,218,1301149633.64025,0,642
642,218,60,1301149695.18141,0,643
643,209,212,1301167471.06378,0,644
644,217,60,1301168075.2767699,0,645
645,217,3,1301168216.3998,0,646
646,135,179,1301193533.0617301,0,647
647,176,219,1301235483.09664,0,648
648,219,176,1301235508.69089,0,649
649,219,110,1301235545.31582,0,650
650,176,220,1301245064.58624,0,651
651,1,223,1301329948.91762,0,652
652,60,1,1301333077.92972,0,653
653,60,7,1301333083.1693802,0,654
654,39,2,1301333302.8747199,0,655
655,202,176,1301339345.9990098,0,656
656,176,202,1301339497.00076,0,657
657,60,224,1301341025.09,0,658
658,1,225,1301354601.2876,0,659
659,225,1,1301354685.4841402,0,660
660,225,209,1301354726.36129,0,661
661,29,1,1301365737.22085,0,662
662,29,219,1301365871.6008801,0,663
663,219,29,1301366024.4191802,0,664
664,1,132,1301366233.1045198,0,665
665,1,227,1301369843.2832801,0,666
666,227,1,1301369929.12868,0,667
667,60,228,1301439895.52296,0,668
668,225,45,1301447178.01603,0,669
669,60,214,1301453104.26438,0,670
670,199,185,1301513674.37768,0,671
671,185,199,1301514094.92735,0,672
672,60,230,1301521482.9386802,0,673
673,60,231,1301522462.8194199,0,674
674,231,60,1301523090.45585,0,675
675,7,232,1301569599.51207,0,676
676,1,104,1301600149.38126,0,677
677,104,1,1301600346.82901,0,678
678,33,1,1301607874.4924,0,679
679,62,149,1301613622.54372,0,680
680,29,171,1301617653.67475,0,681
681,206,233,1301618418.8494,0,682
682,233,206,1301618444.55443,0,683
683,232,7,1301630013.46087,0,684
684,60,208,1301683978.58539,0,685
685,208,60,1301684509.79047,0,686
686,206,234,1301694942.53723,0,687
687,234,206,1301695371.53818,0,688
688,235,7,1301744132.96548,0,689
689,222,7,1301774795.68179,0,690
690,104,202,1301785228.57015,0,691
691,202,104,1301785244.12798,0,692
692,202,236,1301820795.67287,0,693
693,236,202,1301821269.5120301,0,694
694,202,237,1301827089.371,0,695
695,237,202,1301827807.72056,0,696
696,149,238,1301863197.3147302,0,697
697,238,149,1301863380.16357,0,698
698,39,239,1301866633.93795,0,699
699,239,64,1301866651.50438,0,700
700,239,39,1301866658.16656,0,701
701,202,135,1301897258.59866,0,702
702,135,202,1301897279.1940598,0,703
703,2,7,1301898700.00283,0,704
704,2,60,1301898705.0181198,0,705
705,2,62,1301898738.21734,0,706
706,2,77,1301898759.93158,0,707
707,7,2,1301899167.88298,0,708
708,7,39,1301899174.23402,0,709
709,7,41,1301899185.05481,0,710
710,7,21,1301899226.79428,0,711
711,7,72,1301899299.67572,0,712
712,7,62,1301899326.87125,0,713
713,208,62,1301901227.83931,0,714
714,206,240,1301901459.51033,0,715
715,240,206,1301901471.9031801,0,716
716,62,208,1301901475.36796,0,717
717,231,241,1301936770.2310698,0,718
718,39,143,1301938972.97953,0,719
719,143,39,1301939041.53778,0,720
720,241,231,1301941162.33583,0,721
721,60,242,1301945086.5824401,0,722
722,242,60,1301945156.92203,0,723
723,135,2,1301972936.39276,0,724
724,204,7,1301973637.93208,0,725
725,1,64,1301975394.34679,0,726
726,64,1,1301975615.66909,0,727
727,202,244,1301998379.2874599,0,728
728,244,60,1301999041.3339698,0,729
729,202,56,1302005850.75124,0,730
730,56,202,1302005904.06754,0,731
731,164,60,1302011702.1291199,0,732
732,60,164,1302011716.65014,0,733
733,204,80,1302012515.5734801,0,734
734,56,114,1302012678.63861,0,735
735,149,80,1302016172.1460302,0,736
736,1,245,1302017978.22264,0,737
737,241,80,1302025647.35766,0,738
738,35,246,1302027410.92431,0,739
739,246,35,1302027786.6312401,0,740
740,1,247,1302043777.83291,0,741
741,247,1,1302043935.46555,0,742
742,80,241,1302044439.63816,0,743
743,80,64,1302044526.12678,0,744
744,80,204,1302044550.36239,0,745
745,80,149,1302044581.2426698,0,746
746,80,81,1302044652.10865,0,747
747,228,60,1302055573.88593,0,748
748,72,21,1302069957.5920901,0,749
749,35,248,1302082638.35105,0,750
750,248,35,1302082712.11024,0,751
751,244,245,1302096657.23576,0,752
752,245,244,1302097036.37516,0,753
753,245,250,1302103935.61212,0,754
754,250,245,1302103959.46268,0,755
755,60,251,1302107640.20041,0,756
756,60,250,1302108245.39571,0,757
757,250,60,1302108321.25808,0,758
758,7,175,1302112511.70515,0,759
759,166,206,1302117349.64077,0,760
760,206,166,1302117447.02989,0,761
761,60,244,1302121400.1563,0,762
762,166,158,1302132473.03542,0,763
763,215,249,1302136505.95479,0,764
764,249,215,1302136666.0750198,0,765
765,60,243,1302203707.81714,0,766
766,243,60,1302203835.70195,0,767
